Search Results: Wisconsin / 2016 
FIPS code,State,Jurisdiction,Division,Precincts,Total Registration,Make,Model,Equipment Type,VVPAT,Accessible Use,Early Voting,Absentee Ballots,Polling Place
5503178650,Wisconsin,Douglas City,Superior,5,14506,Election Systems & Software,AutoMARK,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503178650,Wisconsin,Douglas City,Superior,5,14506,Election Systems & Software,Model 100,Optical Scan,N/A,No,Yes,Yes,Yes
5503178675,Wisconsin,Douglas Town,Superior,1,1436,Election Systems & Software,AutoMARK,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503178675,Wisconsin,Douglas Town,Superior,1,1436,Election Systems & Software,Model 100,Optical Scan,N/A,No,Yes,Yes,Yes
5503178660,Wisconsin,Douglas Village,Superior,1,447,Election Systems & Software,Model 100,Optical Scan,N/A,No,Yes,Yes,Yes
5503183512,Wisconsin,Douglas Town,Wascott,1,601,Election Systems & Software,Model 100,Optical Scan,N/A,No,Yes,Yes,Yes
5503183512,Wisconsin,Douglas Town,Wascott,1,601,Election Systems & Software,AutoMARK,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503309050,Wisconsin,Dunn Village,Boyceville,1,540,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503309050,Wisconsin,Dunn Village,Boyceville,1,540,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503316275,Wisconsin,Dunn Village,Colfax,1,590,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503316300,Wisconsin,Dunn Town,Colfax,1,669,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503316300,Wisconsin,Dunn Town,Colfax,1,669,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503316275,Wisconsin,Dunn Village,Colfax,1,590,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503320675,Wisconsin,Dunn Village,Downing,1,120,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503320675,Wisconsin,Dunn Village,Downing,1,120,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503321150,Wisconsin,Dunn Town,Dunn,1,854,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503321150,Wisconsin,Dunn Town,Dunn,1,854,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503322375,Wisconsin,Dunn Town,Eau Galle,1,493,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503322375,Wisconsin,Dunn Town,Eau Galle,1,493,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503323325,Wisconsin,Dunn Village,Elk Mound,1,433,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503323350,Wisconsin,Dunn Town,Elk Mound,1,981,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503323350,Wisconsin,Dunn Town,Elk Mound,1,981,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503323325,Wisconsin,Dunn Village,Elk Mound,1,433,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503330300,Wisconsin,Dunn Town,Grant,1,267,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503330300,Wisconsin,Dunn Town,Grant,1,267,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503333400,Wisconsin,Dunn Town,Hay River,1,328,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503333400,Wisconsin,Dunn Town,Hay River,1,328,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503339975,Wisconsin,Dunn Village,Knapp,1,252,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503339975,Wisconsin,Dunn Village,Knapp,1,252,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503346175,Wisconsin,Dunn Town,Lucas,1,465,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503346175,Wisconsin,Dunn Town,Lucas,1,465,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503351050,Wisconsin,Dunn Town,Menomonie,1,1950,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503351050,Wisconsin,Dunn Town,Menomonie,1,1950,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503351025,Wisconsin,Dunn City,Menomonie,6,8516,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503351025,Wisconsin,Dunn City,Menomonie,6,8516,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503356775,Wisconsin,Dunn Town,New Haven,1,381,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503356775,Wisconsin,Dunn Town,New Haven,1,381,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503360725,Wisconsin,Dunn Town,Otter Creek,1,284,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503360725,Wisconsin,Dunn Town,Otter Creek,1,284,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503362125,Wisconsin,Dunn Town,Peru,1,122,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503362125,Wisconsin,Dunn Town,Peru,1,122,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503366550,Wisconsin,Dunn Town,Red Cedar,1,1341,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503366550,Wisconsin,Dunn Town,Red Cedar,1,1341,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503367800,Wisconsin,Dunn Village,Ridgeland,1,109,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503367800,Wisconsin,Dunn Village,Ridgeland,1,109,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503368700,Wisconsin,Dunn Town,Rock Creek,1,576,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503368700,Wisconsin,Dunn Town,Rock Creek,1,576,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503371425,Wisconsin,Dunn Town,Sand Creek,1,324,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503371425,Wisconsin,Dunn Town,Sand Creek,1,324,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503373300,Wisconsin,Dunn Town,Sheridan,1,270,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503373300,Wisconsin,Dunn Town,Sheridan,1,270,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503373375,Wisconsin,Dunn Town,Sherman,1,563,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503373375,Wisconsin,Dunn Town,Sherman,1,563,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503375750,Wisconsin,Dunn Town,Spring Brook,1,986,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503375750,Wisconsin,Dunn Town,Spring Brook,1,986,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503376650,Wisconsin,Dunn Town,Stanton,1,450,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503376650,Wisconsin,Dunn Town,Stanton,1,450,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503378975,Wisconsin,Dunn Town,Tainter,1,1572,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503378975,Wisconsin,Dunn Town,Tainter,1,1572,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503379775,Wisconsin,Dunn Town,Tiffany,1,390,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503379775,Wisconsin,Dunn Town,Tiffany,1,390,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503385975,Wisconsin,Dunn Town,Weston,1,342,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503385975,Wisconsin,Dunn Town,Weston,1,342,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503386575,Wisconsin,Dunn Village,Wheeler,1,166,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503386575,Wisconsin,Dunn Village,Wheeler,1,166,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503387375,Wisconsin,Dunn Town,Wilson,1,278,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503387375,Wisconsin,Dunn Town,Wilson,1,278,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5503501550,Wisconsin,Eau Claire City,Altoona,1,4026,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503501550,Wisconsin,Eau Claire City,Altoona,1,4026,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503503825,Wisconsin,Eau Claire City,Augusta,1,739,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503503825,Wisconsin,Eau Claire City,Augusta,1,739,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503509500,Wisconsin,Eau Claire Town,Bridge Creek,1,638,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503509500,Wisconsin,Eau Claire Town,Bridge Creek,1,638,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503510625,Wisconsin,Eau Claire Town,Brunswick,1,1134,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503510625,Wisconsin,Eau Claire Town,Brunswick,1,1134,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503515200,Wisconsin,Eau Claire Town,Clear Creek,1,477,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503515200,Wisconsin,Eau Claire Town,Clear Creek,1,477,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503520800,Wisconsin,Eau Claire Town,Drammen,1,474,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503520800,Wisconsin,Eau Claire Town,Drammen,1,474,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503522300,Wisconsin,Eau Claire City,Eau Claire,11,39461,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503522300,Wisconsin,Eau Claire City,Eau Claire,11,39461,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503524850,Wisconsin,Eau Claire Town,Fairchild,1,165,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503524825,Wisconsin,Eau Claire Village,Fairchild,1,241,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503524825,Wisconsin,Eau Claire Village,Fairchild,1,241,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503524850,Wisconsin,Eau Claire Town,Fairchild,1,165,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503525125,Wisconsin,Eau Claire Village,Fall Creek,1,816,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503525125,Wisconsin,Eau Claire Village,Fall Creek,1,816,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503544350,Wisconsin,Eau Claire Town,Lincoln,1,669,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503544350,Wisconsin,Eau Claire Town,Lincoln,1,669,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503546275,Wisconsin,Eau Claire Town,Ludington,1,636,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503546275,Wisconsin,Eau Claire Town,Ludington,1,636,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503560750,Wisconsin,Eau Claire Town,Otter Creek,1,280,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503560750,Wisconsin,Eau Claire Town,Otter Creek,1,280,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503563400,Wisconsin,Eau Claire Town,Pleasant Valley,1,2247,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503563400,Wisconsin,Eau Claire Town,Pleasant Valley,1,2247,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503572675,Wisconsin,Eau Claire Town,Seymour,1,2061,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503572675,Wisconsin,Eau Claire Town,Seymour,1,2061,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503581550,Wisconsin,Eau Claire Town,Union,1,1587,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503581550,Wisconsin,Eau Claire Town,Union,1,1587,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503583612,Wisconsin,Eau Claire Town,Washington,1,4739,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503583612,Wisconsin,Eau Claire Town,Washington,1,4739,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503587400,Wisconsin,Eau Claire Town,Wilson,1,232,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5503587400,Wisconsin,Eau Claire Town,Wilson,1,232,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503703875,Wisconsin,Florence Town,Aurora,1,595,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503703875,Wisconsin,Florence Town,Aurora,1,595,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503716550,Wisconsin,Florence Town,Commonwealth,1,261,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503716550,Wisconsin,Florence Town,Commonwealth,1,261,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503725575,Wisconsin,Florence Town,Fence,1,141,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503725575,Wisconsin,Florence Town,Fence,1,141,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503725675,Wisconsin,Florence Town,Fern,1,125,Populex,PopulexSlate,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503725675,Wisconsin,Florence Town,Fern,1,125,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503726200,Wisconsin,Florence Town,Florence,1,1380,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503726200,Wisconsin,Florence Town,Florence,1,1380,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503735600,Wisconsin,Florence Town,Homestead,1,253,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503735600,Wisconsin,Florence Town,Homestead,1,253,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503745625,Wisconsin,Florence Town,Long Lake,1,119,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503745625,Wisconsin,Florence Town,Long Lake,1,119,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503779975,Wisconsin,Florence Town,Tipler,1,110,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5503779975,Wisconsin,Florence Town,Tipler,1,110,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5503901525,Wisconsin,Fond du Lac Town,Alto,1,671,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503901525,Wisconsin,Fond du Lac Town,Alto,1,671,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503903150,Wisconsin,Fond du Lac Town,Ashford,1,1114,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503903150,Wisconsin,Fond du Lac Town,Ashford,1,1114,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503903750,Wisconsin,Fond du Lac Town,Auburn,1,1545,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503903750,Wisconsin,Fond du Lac Town,Auburn,1,1545,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503909300,Wisconsin,Fond du Lac Village,Brandon,1,528,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503909300,Wisconsin,Fond du Lac Village,Brandon,1,528,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503911600,Wisconsin,Fond du Lac Town,Byron,1,1113,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503911600,Wisconsin,Fond du Lac Town,Byron,1,1113,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503912075,Wisconsin,Fond du Lac Town,Calumet,2,932,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503912075,Wisconsin,Fond du Lac Town,Calumet,2,932,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503912325,Wisconsin,Fond du Lac Village,Campbellsport,1,1082,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503912325,Wisconsin,Fond du Lac Village,Campbellsport,1,1082,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503922475,Wisconsin,Fond du Lac Village,Eden,1,458,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503922500,Wisconsin,Fond du Lac Town,Eden,1,684,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503922500,Wisconsin,Fond du Lac Town,Eden,1,684,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503922475,Wisconsin,Fond du Lac Village,Eden,1,458,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503923150,Wisconsin,Fond du Lac Town,Eldorado,1,910,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503923150,Wisconsin,Fond du Lac Town,Eldorado,1,910,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503924050,Wisconsin,Fond du Lac Town,Empire,1,1948,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503924050,Wisconsin,Fond du Lac Town,Empire,1,1948,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503925075,Wisconsin,Fond du Lac Village,Fairwater,1,209,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503925075,Wisconsin,Fond du Lac Village,Fairwater,1,209,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503926275,Wisconsin,Fond du Lac City,Fond du Lac,27,21894,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503926275,Wisconsin,Fond du Lac City,Fond du Lac,27,21894,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503926300,Wisconsin,Fond du Lac Town,Fond du Lac,2,2057,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503926300,Wisconsin,Fond du Lac Town,Fond du Lac,2,2057,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503926450,Wisconsin,Fond du Lac Town,Forest,1,707,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503926450,Wisconsin,Fond du Lac Town,Forest,1,707,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503927975,Wisconsin,Fond du Lac Town,Friendship,1,1556,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503927975,Wisconsin,Fond du Lac Town,Friendship,1,1556,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503942125,Wisconsin,Fond du Lac Town,Lamartine,1,1155,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503942125,Wisconsin,Fond du Lac Town,Lamartine,1,1155,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503949650,Wisconsin,Fond du Lac Town,Marshfield,1,733,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503949650,Wisconsin,Fond du Lac Town,Marshfield,1,733,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503951450,Wisconsin,Fond du Lac Town,Metomen,1,438,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503951450,Wisconsin,Fond du Lac Town,Metomen,1,438,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503954650,Wisconsin,Fond du Lac Village,Mount Calvary,1,326,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503954650,Wisconsin,Fond du Lac Village,Mount Calvary,1,326,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503958000,Wisconsin,Fond du Lac Village,North Fond du Lac,1,2642,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503958000,Wisconsin,Fond du Lac Village,North Fond du Lac,1,2642,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503958900,Wisconsin,Fond du Lac Village,Oakfield,1,735,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503958900,Wisconsin,Fond du Lac Village,Oakfield,1,735,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503958925,Wisconsin,Fond du Lac Town,Oakfield,1,450,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503958925,Wisconsin,Fond du Lac Town,Oakfield,1,450,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503960425,Wisconsin,Fond du Lac Town,Osceola,1,1249,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503960425,Wisconsin,Fond du Lac Town,Osceola,1,1249,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503968200,Wisconsin,Fond du Lac Town,Ripon,1,867,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503968175,Wisconsin,Fond du Lac City,Ripon,4,4296,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503968175,Wisconsin,Fond du Lac City,Ripon,4,4296,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503968200,Wisconsin,Fond du Lac Town,Ripon,1,867,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503969525,Wisconsin,Fond du Lac Village,Rosendale,1,643,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503969525,Wisconsin,Fond du Lac Village,Rosendale,1,643,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503969550,Wisconsin,Fond du Lac Town,Rosendale,1,446,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503969550,Wisconsin,Fond du Lac Town,Rosendale,1,446,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503976250,Wisconsin,Fond du Lac Town,Springvale,1,422,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503976250,Wisconsin,Fond du Lac Town,Springvale,1,422,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503970500,Wisconsin,Fond du Lac Village,St. Cloud,1,326,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5503970500,Wisconsin,Fond du Lac Village,St. Cloud,1,326,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5503979125,Wisconsin,Fond du Lac Town,Taycheedah,1,3001,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
