Search Results: Wisconsin / 2016 
FIPS code,State,Jurisdiction,Division,Precincts,Total Registration,Make,Model,Equipment Type,VVPAT,Accessible Use,Early Voting,Absentee Ballots,Polling Place
5508343325,Wisconsin,Oconto Village,Lena,1,285,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508343350,Wisconsin,Oconto Town,Lena,1,435,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508343350,Wisconsin,Oconto Town,Lena,1,435,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508343325,Wisconsin,Oconto Village,Lena,1,285,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508345175,Wisconsin,Oconto Town,Little River,1,609,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508345175,Wisconsin,Oconto Town,Little River,1,609,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508345275,Wisconsin,Oconto Town,Little Suamico,1,2962,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508345275,Wisconsin,Oconto Town,Little Suamico,1,2962,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508349000,Wisconsin,Oconto Town,Maple Valley,1,431,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508349000,Wisconsin,Oconto Town,Maple Valley,1,431,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508354200,Wisconsin,Oconto Town,Morgan,1,634,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508354200,Wisconsin,Oconto Town,Morgan,1,634,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508354630,Wisconsin,Oconto Town,Mountain,1,537,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508354630,Wisconsin,Oconto Town,Mountain,1,537,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508359350,Wisconsin,Oconto City,Oconto,1,2313,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508359375,Wisconsin,Oconto Town,Oconto,1,808,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508359375,Wisconsin,Oconto Town,Oconto,1,808,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508359350,Wisconsin,Oconto City,Oconto,1,2313,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508359400,Wisconsin,Oconto City,Oconto Falls,1,1424,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508359425,Wisconsin,Oconto Town,Oconto Falls,1,762,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508359425,Wisconsin,Oconto Town,Oconto Falls,1,762,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508359400,Wisconsin,Oconto City,Oconto Falls,1,1424,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508361900,Wisconsin,Oconto Town,Pensaukee,1,839,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508361900,Wisconsin,Oconto Town,Pensaukee,1,839,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508368400,Wisconsin,Oconto Town,Riverview,1,545,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508368400,Wisconsin,Oconto Town,Riverview,1,545,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508376450,Wisconsin,Oconto Town,Spruce,1,497,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508376450,Wisconsin,Oconto Town,Spruce,1,497,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508377300,Wisconsin,Oconto Town,Stiles,1,869,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508377300,Wisconsin,Oconto Town,Stiles,1,869,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508378725,Wisconsin,Oconto Village,Suring,1,281,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508378725,Wisconsin,Oconto Village,Suring,1,281,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508380325,Wisconsin,Oconto Town,Townsend,1,773,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508380325,Wisconsin,Oconto Town,Townsend,1,773,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508381475,Wisconsin,Oconto Town,Underhill,1,484,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508381475,Wisconsin,Oconto Town,Underhill,1,484,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508513025,Wisconsin,Oneida Town,Cassian,1,743,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508513025,Wisconsin,Oneida Town,Cassian,1,743,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508517625,Wisconsin,Oneida Town,Crescent,1,1462,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508517625,Wisconsin,Oneida Town,Crescent,1,1462,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508524125,Wisconsin,Oneida Town,Enterprise,1,254,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508524125,Wisconsin,Oneida Town,Enterprise,1,254,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508533575,Wisconsin,Oneida Town,Hazelhurst,1,892,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508533575,Wisconsin,Oneida Town,Hazelhurst,1,892,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508541887,Wisconsin,Oneida Town,Lake Tomahawk,1,711,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508541887,Wisconsin,Oneida Town,Lake Tomahawk,1,711,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508545150,Wisconsin,Oneida Town,Little Rice,1,248,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508545150,Wisconsin,Oneida Town,Little Rice,1,248,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508546650,Wisconsin,Oneida Town,Lynne,1,92,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508546650,Wisconsin,Oneida Town,Lynne,1,92,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508553225,Wisconsin,Oneida Town,Minocqua,1,3478,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508553225,Wisconsin,Oneida Town,Minocqua,1,3478,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508553662,Wisconsin,Oneida Town,Monico,1,175,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508553662,Wisconsin,Oneida Town,Monico,1,175,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508556425,Wisconsin,Oneida Town,Newbold,2,1935,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508556425,Wisconsin,Oneida Town,Newbold,2,1935,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508557450,Wisconsin,Oneida Town,Nokomis,1,982,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508557450,Wisconsin,Oneida Town,Nokomis,1,982,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508561625,Wisconsin,Oneida Town,Pelican,1,1728,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508561625,Wisconsin,Oneida Town,Pelican,1,1728,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508562600,Wisconsin,Oneida Town,Piehl,1,54,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508562600,Wisconsin,Oneida Town,Piehl,1,54,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508562925,Wisconsin,Oneida Town,Pine Lake,1,1799,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508562925,Wisconsin,Oneida Town,Pine Lake,1,1799,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508567200,Wisconsin,Oneida City,Rhinelander,8,4035,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508567200,Wisconsin,Oneida City,Rhinelander,8,4035,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508572125,Wisconsin,Oneida Town,Schoepke,1,270,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508572125,Wisconsin,Oneida Town,Schoepke,1,270,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508576975,Wisconsin,Oneida Town,Stella,1,430,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508576975,Wisconsin,Oneida Town,Stella,1,430,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508578075,Wisconsin,Oneida Town,Sugar Camp,1,1252,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508578075,Wisconsin,Oneida Town,Sugar Camp,1,1252,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508579700,Wisconsin,Oneida Town,Three Lakes,1,1749,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508579700,Wisconsin,Oneida Town,Three Lakes,1,1749,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508588625,Wisconsin,Oneida Town,Woodboro,1,583,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508588625,Wisconsin,Oneida Town,Woodboro,1,583,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508588950,Wisconsin,Oneida Town,Woodruff,1,1439,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508588950,Wisconsin,Oneida Town,Woodruff,1,1439,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508702375,Wisconsin,Outagamie City,Appleton,59,34226,Election Systems & Software,AutoMARK,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508702375,Wisconsin,Outagamie City,Appleton,59,34226,Election Systems & Software,Model 100,Optical Scan,N/A,No,Yes,Yes,Yes
5508705575,Wisconsin,Outagamie Village,Bear Creek,2,147,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508705575,Wisconsin,Outagamie Village,Bear Creek,2,147,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508707750,Wisconsin,Outagamie Town,Black Creek,1,750,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508707725,Wisconsin,Outagamie Village,Black Creek,1,679,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508707725,Wisconsin,Outagamie Village,Black Creek,1,679,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508707750,Wisconsin,Outagamie Town,Black Creek,1,750,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508708975,Wisconsin,Outagamie Town,Bovina,1,731,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508708975,Wisconsin,Outagamie Town,Bovina,1,731,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508710750,Wisconsin,Outagamie Town,Buchanan,1,4279,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508710750,Wisconsin,Outagamie Town,Buchanan,1,4279,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508713600,Wisconsin,Outagamie Town,Center,1,2267,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508713600,Wisconsin,Outagamie Town,Center,1,2267,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508714750,Wisconsin,Outagamie Town,Cicero,1,614,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508714750,Wisconsin,Outagamie Town,Cicero,1,614,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508716500,Wisconsin,Outagamie Village,Combined Locks,1,2156,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508716500,Wisconsin,Outagamie Village,Combined Locks,1,2156,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508718525,Wisconsin,Outagamie Town,Dale,1,1717,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508718525,Wisconsin,Outagamie Town,Dale,1,1717,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508719200,Wisconsin,Outagamie Town,Deer Creek,1,326,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508719200,Wisconsin,Outagamie Town,Deer Creek,1,326,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508723425,Wisconsin,Outagamie Town,Ellington,1,1744,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508723425,Wisconsin,Outagamie Town,Ellington,1,1744,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508727650,Wisconsin,Outagamie Town,Freedom,1,3579,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508727650,Wisconsin,Outagamie Town,Freedom,1,3579,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508730075,Wisconsin,Outagamie Town,Grand Chute,8,12972,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508730075,Wisconsin,Outagamie Town,Grand Chute,8,12972,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508731550,Wisconsin,Outagamie Town,Greenville,2,6755,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508731550,Wisconsin,Outagamie Town,Greenville,2,6755,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508735825,Wisconsin,Outagamie Town,Hortonia,1,660,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508735825,Wisconsin,Outagamie Town,Hortonia,1,660,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508735850,Wisconsin,Outagamie Village,Hortonville,1,1642,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508735850,Wisconsin,Outagamie Village,Hortonville,1,1642,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508738800,Wisconsin,Outagamie City,Kaukauna,4,8398,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508738825,Wisconsin,Outagamie Town,Kaukauna,1,763,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508738825,Wisconsin,Outagamie Town,Kaukauna,1,763,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508738800,Wisconsin,Outagamie City,Kaukauna,4,8398,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508739650,Wisconsin,Outagamie Village,Kimberly,1,3993,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508739650,Wisconsin,Outagamie Village,Kimberly,1,3993,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508743875,Wisconsin,Outagamie Town,Liberty,1,528,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508743875,Wisconsin,Outagamie Town,Liberty,1,528,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508744950,Wisconsin,Outagamie Village,Little Chute,4,6019,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508744950,Wisconsin,Outagamie Village,Little Chute,4,6019,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508748250,Wisconsin,Outagamie Town,Maine,1,485,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508748250,Wisconsin,Outagamie Town,Maine,1,485,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508748775,Wisconsin,Outagamie Town,Maple Creek,1,366,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508748775,Wisconsin,Outagamie Town,Maple Creek,1,366,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508757375,Wisconsin,Outagamie Village,Nichols,1,120,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508757375,Wisconsin,Outagamie Village,Nichols,1,120,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508760000,Wisconsin,Outagamie Town,Oneida,1,2268,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508760000,Wisconsin,Outagamie Town,Oneida,1,2268,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508760400,Wisconsin,Outagamie Town,Osborn,1,719,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508760400,Wisconsin,Outagamie Town,Osborn,1,719,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508772725,Wisconsin,Outagamie City,Seymour,1,1932,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508772725,Wisconsin,Outagamie City,Seymour,1,1932,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508772750,Wisconsin,Outagamie Town,Seymour,1,683,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508772750,Wisconsin,Outagamie Town,Seymour,1,683,Sequoia (Dominion),Optech Insight,Optical Scan,N/A,No,Yes,Yes,Yes
5508773625,Wisconsin,Outagamie Village,Shiocton,1,490,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508773625,Wisconsin,Outagamie Village,Shiocton,1,490,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5508782400,Wisconsin,Outagamie Town,Vandenbroek,1,970,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5508782400,Wisconsin,Outagamie Town,Vandenbroek,1,970,Sequoia (Dominion),Optech IIIP-Eagle,Optical Scan,N/A,No,Yes,Yes,Yes
5508906150,Wisconsin,Ozaukee Village,Belgium,1,1350,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508906175,Wisconsin,Ozaukee Town,Belgium,1,1004,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508906175,Wisconsin,Ozaukee Town,Belgium,1,1004,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508906150,Wisconsin,Ozaukee Village,Belgium,1,1350,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508913375,Wisconsin,Ozaukee City,Cedarburg,8,7924,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508913400,Wisconsin,Ozaukee Town,Cedarburg,4,4431,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508913400,Wisconsin,Ozaukee Town,Cedarburg,4,4431,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508913375,Wisconsin,Ozaukee City,Cedarburg,8,7924,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508927550,Wisconsin,Ozaukee Village,Fredonia,1,1334,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508927575,Wisconsin,Ozaukee Town,Fredonia,1,1379,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508927575,Wisconsin,Ozaukee Town,Fredonia,1,1379,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508927550,Wisconsin,Ozaukee Village,Fredonia,1,1334,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508930025,Wisconsin,Ozaukee Town,Grafton,2,3094,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508930025,Wisconsin,Ozaukee Town,Grafton,2,3094,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508930000,Wisconsin,Ozaukee Village,Grafton,14,7845,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508930000,Wisconsin,Ozaukee Village,Grafton,14,7845,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508951150,Wisconsin,Ozaukee City,Mequon,13,17608,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508951150,Wisconsin,Ozaukee City,Mequon,13,17608,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508964450,Wisconsin,Ozaukee City,Port Washington,7,7297,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508964475,Wisconsin,Ozaukee Town,Port Washington,1,1066,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508964475,Wisconsin,Ozaukee Town,Port Washington,1,1066,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508964450,Wisconsin,Ozaukee City,Port Washington,7,7297,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508971700,Wisconsin,Ozaukee Village,Saukville,3,2638,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508971725,Wisconsin,Ozaukee Town,Saukville,1,1312,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508971725,Wisconsin,Ozaukee Town,Saukville,1,1312,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5508971700,Wisconsin,Ozaukee Village,Saukville,3,2638,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508979475,Wisconsin,Ozaukee Village,Thiensville,2,2269,Dominion Voting Systems,ImageCast Evolution,Ballot Marking Device or System,N/A,Yes,Yes,No,Yes
5508979475,Wisconsin,Ozaukee Village,Thiensville,2,2269,Dominion Voting Systems,ImageCast Precinct,Optical Scan,N/A,No,Yes,Yes,Yes
5509100800,Wisconsin,Pepin Town,Albany,1,359,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5509100800,Wisconsin,Pepin Town,Albany,1,359,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5509121250,Wisconsin,Pepin Town,Durand,1,405,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5509121225,Wisconsin,Pepin City,Durand,1,1049,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5509121225,Wisconsin,Pepin City,Durand,1,1049,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5509121250,Wisconsin,Pepin Town,Durand,1,405,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5509127175,Wisconsin,Pepin Town,Frankfort,1,232,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5509127175,Wisconsin,Pepin Town,Frankfort,1,232,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5509144075,Wisconsin,Pepin Town,Lima,1,341,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5509144075,Wisconsin,Pepin Town,Lima,1,341,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5509161950,Wisconsin,Pepin Town,Pepin,1,457,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
5509161925,Wisconsin,Pepin Village,Pepin,1,452,Sequoia (Dominion),AVC Edge,DRE-Touchscreen,Yes,Yes,Yes,No,Yes
5509161925,Wisconsin,Pepin Village,Pepin,1,452,Not Applicable,Not Applicable,Hand Counted Paper Ballots,N/A,No,Yes,Yes,Yes
